# Site: https://lucaberton.com/
# Run Date: 2026-06-05T22:54:41.027Z
# Pages Crawled: 1561
# Total Issues: 3486

issue_type,severity,category,url,evidence_summary,change_state,fix_recommendation,ownership
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/terraform-plan-vs-apply,Weak CSP: unsafe-inline + unsafe-eval in script-src,changed,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/terraform-state-local-vs-remote,Weak CSP: unsafe-inline + unsafe-eval in script-src,changed,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/terraform-state-management-guide-2026,Weak CSP: unsafe-inline + unsafe-eval in script-src,changed,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/terraform-tutorial-beginners-guide-2026,Weak CSP: unsafe-inline + unsafe-eval in script-src,changed,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/terraform-vs-ansible,Weak CSP: unsafe-inline + unsafe-eval in script-src,changed,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/terraform-vs-ansible-when-to-use-which-2026,Weak CSP: unsafe-inline + unsafe-eval in script-src,changed,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/terraform-vs-arm-templates,Weak CSP: unsafe-inline + unsafe-eval in script-src,changed,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/terraform-vs-bicep,Weak CSP: unsafe-inline + unsafe-eval in script-src,changed,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/terraform-vs-cdk,Weak CSP: unsafe-inline + unsafe-eval in script-src,changed,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/terraform-vs-cloudformation,Weak CSP: unsafe-inline + unsafe-eval in script-src,changed,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/terraform-vs-cloudformation-2026,Weak CSP: unsafe-inline + unsafe-eval in script-src,changed,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/terraform-vs-crossplane,Weak CSP: unsafe-inline + unsafe-eval in script-src,changed,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/terraform-vs-opentofu,Weak CSP: unsafe-inline + unsafe-eval in script-src,changed,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/terraform-vs-opentofu-2026,Weak CSP: unsafe-inline + unsafe-eval in script-src,changed,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/terraform-vs-opentofu-migration-guide-2026,Weak CSP: unsafe-inline + unsafe-eval in script-src,new,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/terraform-vs-pulumi,Weak CSP: unsafe-inline + unsafe-eval in script-src,changed,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/terraform-vs-pulumi-2026,Weak CSP: unsafe-inline + unsafe-eval in script-src,changed,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/terraform-vs-terragrunt,Weak CSP: unsafe-inline + unsafe-eval in script-src,changed,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/terraform-vs-vagrant,Weak CSP: unsafe-inline + unsafe-eval in script-src,changed,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/testing-ansible-molecule-github-actions,Weak CSP: unsafe-inline + unsafe-eval in script-src,changed,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/the-four-faces-of-modern-ai,Weak CSP: unsafe-inline + unsafe-eval in script-src,changed,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/the-response-hit-the-length-limit,Weak CSP: unsafe-inline + unsafe-eval in script-src,changed,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/tlicc-method-ai-better-prompts,Weak CSP: unsafe-inline + unsafe-eval in script-src,changed,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/tnw-conference-2025,Weak CSP: unsafe-inline + unsafe-eval in script-src,changed,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/tokenomics-new-headcount-microsoft-ai-work-trends-2026,Weak CSP: unsafe-inline + unsafe-eval in script-src,new,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/trivy-cheat-sheet-2026,Weak CSP: unsafe-inline + unsafe-eval in script-src,changed,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/trivy-vs-grype-2026,Weak CSP: unsafe-inline + unsafe-eval in script-src,changed,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/troubleshooting-openclaw-docker-deployments,Weak CSP: unsafe-inline + unsafe-eval in script-src,changed,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/ubuntu-2504-plucky-puffin,Weak CSP: unsafe-inline + unsafe-eval in script-src,changed,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/ubuntu-2510-subiquity-installer-troubleshooting,Weak CSP: unsafe-inline + unsafe-eval in script-src,changed,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/ubuntu-26-04-lts-sudo-rs-default-resolute-raccoon,Weak CSP: unsafe-inline + unsafe-eval in script-src,changed,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/understanding-openclaw-dangerouslyallowhostheaderoriginfallback,Weak CSP: unsafe-inline + unsafe-eval in script-src,changed,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/unsloth-dgx-spark-fine-tuning-guide,Weak CSP: unsafe-inline + unsafe-eval in script-src,changed,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/vault-vs-aws-secrets-manager,Weak CSP: unsafe-inline + unsafe-eval in script-src,changed,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/vault-vs-sealed-secrets-2026,Weak CSP: unsafe-inline + unsafe-eval in script-src,changed,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/vector-database-kubernetes-qdrant-milvus-pgvector-2026,Weak CSP: unsafe-inline + unsafe-eval in script-src,new,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/velero-kubernetes-backup-disaster-recovery-2026,Weak CSP: unsafe-inline + unsafe-eval in script-src,new,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/vercel-100-deployments-free-tier-limit,Weak CSP: unsafe-inline + unsafe-eval in script-src,changed,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/vim-cheat-sheet-2026,Weak CSP: unsafe-inline + unsafe-eval in script-src,changed,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/vllm-inference-optimization-on-rhel-ai,Weak CSP: unsafe-inline + unsafe-eval in script-src,changed,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/vllm-inference-optimizations-red-hat-openshift-ai-tech-day-2026,Weak CSP: unsafe-inline + unsafe-eval in script-src,new,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/vllm-recipes-deploy-model-gpu-2026,Weak CSP: unsafe-inline + unsafe-eval in script-src,changed,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/vllm-vs-tgi-vs-ollama-2026,Weak CSP: unsafe-inline + unsafe-eval in script-src,changed,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/voice-ai-space-amsterdam-meetup-2026,Weak CSP: unsafe-inline + unsafe-eval in script-src,changed,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/webassembly-kubernetes-spinkube,Weak CSP: unsafe-inline + unsafe-eval in script-src,changed,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/webassembly-server-side-cloud-native,Weak CSP: unsafe-inline + unsafe-eval in script-src,changed,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/website-redesign-firecrawl-claude-code-gemini,Weak CSP: unsafe-inline + unsafe-eval in script-src,changed,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/weekly-newsletter-2026-04-13-kubecon-amsterdam-recap,Weak CSP: unsafe-inline + unsafe-eval in script-src,changed,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/weft-programming-language-ai-agents-durable-execution,Weak CSP: unsafe-inline + unsafe-eval in script-src,changed,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/what-is-openclaw-ai-agent-gateway,Weak CSP: unsafe-inline + unsafe-eval in script-src,changed,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/xlab-steampunk-red-hat-summit-2026,Weak CSP: unsafe-inline + unsafe-eval in script-src,changed,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/yaml-cheat-sheet-2026,Weak CSP: unsafe-inline + unsafe-eval in script-src,changed,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/zaya1-8b-local-llm-architecture-review,Weak CSP: unsafe-inline + unsafe-eval in script-src,changed,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/zenml-kitaru-kubecon-europe-2026-durable-ai-agents,Weak CSP: unsafe-inline + unsafe-eval in script-src,changed,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/zero-trust-kubernetes-service-mesh-opa,Weak CSP: unsafe-inline + unsafe-eval in script-src,changed,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/zero-trust-kubernetes-workloads,Weak CSP: unsafe-inline + unsafe-eval in script-src,changed,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/booklist,Weak CSP: unsafe-inline + unsafe-eval in script-src,changed,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/books,Weak CSP: unsafe-inline + unsafe-eval in script-src,changed,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/conferences,Weak CSP: unsafe-inline + unsafe-eval in script-src,changed,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/contact,Weak CSP: unsafe-inline + unsafe-eval in script-src,changed,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/courses,Weak CSP: unsafe-inline + unsafe-eval in script-src,changed,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
